cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"9304","9598","912943","1135888","Bank of Ohio County, Inc.","Beaver Dam","KY","42320","3/31/2015","5/17/2015","SM","1500 Bill Monroe Memorial Bl","TOWN & COUNTRY FINANCIAL, INC.","2","0","0","7","1","Ohio","","","12/5/1922","1/1/1934","2/22/2010","Stock","0","0","FED","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.bankohiocounty.com","74371","74371","65510","0","8861","0","0","0","","22214","10995","52157","777","33990","17390","63376","10998","63373","72444","62697","5314","0","0","0","",""
"5902","15888","919344","2744326","Bank of Okolona","Okolona","MS","38860","3/31/2015","5/17/2015","NM","227 West Main Street","BANCORP OF OKOLONA","3","0","0","2","1","Chickasaw","","","1/31/1931","1/1/1934","12/7/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","http://www.bankofokolona.com","134581","134581","118800","0","15781","0","0","0","","46588","29367","87993","6660","9276","72058","105214","10552","124029","116518","109699","8258","72","72","1","",""
"21085","0","37341","1209592","Bank of Ontario","Ontario","WI","54651","3/31/2015","5/17/2015","NM","315 Main Street","ONTARIO BANCORPORATION, INC.","2","0","0","8","1","Vernon","","","9/23/1911","5/15/1973","5/18/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.myvernoncountybank.com","32047","32047","29094","0","2949","5","0","0","","7578","5218","24470","3065","6443","14961","26830","5218","26829","30161","30726","4095","1354","198","0","",""
"16905","0","661157","1904936","Bank of Orchard","Orchard","NE","68764","3/31/2015","5/17/2015","NM","145 E 2nd St","ORCHARD BANCORP.","1","0","0","2","0","Antelope","","","4/10/1950","4/10/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","","22585","22585","17909","0","4676","0","0","0","","12886","4258","9699","0","0","9699","18327","4257","18328","22320","19418","1009","0","0","0","",""
"13710","0","182353","4464534","Bank of Palmer","Palmer","KS","66962","3/31/2015","5/17/2015","NM","104 East Second Street","PALMER BANCSHARES, INC.","2","0","0","2","0","Washington","","","7/4/1887","1/20/1934","4/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.bankofpalmer.com","38508","38508","37160","0","1348","0","0","0","","10314","3832","28194","0","14003","14191","34676","3832","34676","38027","33560","4204","0","0","0","",""
"21284","0","581237","1129515","Bank of Pensacola","Pensacola","FL","32502","3/31/2015","5/17/2015","NM","500 South Palafox Street","FIVE FLAGS BANKS, INC.","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","10/26/1973","10/26/1973","12/8/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.bankpensacola.com","57453","57453","56634","0","0","819","0","0","","34394","21300","23059","6716","8385","7958","36153","34394","23059","55347","49673","922","0","0","0","",""
"1713","0","284239","0","Bank of Perry County","Lobelville","TN","37097","3/31/2015","5/17/2015","NM","33 South Main Street","","3","0","0","4","1","Perry","","","9/1/1905","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.thebankonthego.com","125544","125544","123100","0","2444","0","0","0","","32870","20781","92674","16717","11230","64727","104763","20781","104763","108972","120939","7778","9565","9565","0","",""
"16607","16022","561239","0","Bank of Pine Hill","Pine Hill","AL","36769","3/31/2015","5/17/2015","NM","3939 Broad Street","","1","0","0","2","0","Wilcox","","","8/21/1947","8/21/1947","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.bankofpinehill.com","21685","21685","19283","0","2402","0","0","0","","6438","3071","15247","1748","2771","10728","18614","3071","18614","20997","20607","3989","0","0","0","",""
"16982","12730","930442","1207712","Bank of Pontiac","Pontiac","IL","61764","3/31/2015","5/17/2015","SM","300 West Washington Street","PONTIAC BANCORP, INC.","8","0","0","8","0","Livingston","","","9/6/1947","1/29/1951","1/1/2013","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.bankofpontiac.com","406310","406310","355640","0","50286","384","0","0","","134293","56195","272017","106207","43311","122499","350115","56195","350115","380495","313817","19061","800","800","0","",""
"11603","11010","54049","3682537","Bank of Poynette","Poynette","WI","53955","3/31/2015","5/17/2015","NM","105 South Main Street","UNITED CITIZENS 401(K) SAVINGS PLAN","3","0","0","4","0","Columbia","31540","Madison, WI","1/1/1894","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.poynettebank.com","88569","88569","78064","0","10505","0","0","0","","37013","12037","51556","23254","6051","22251","76532","12037","76532","86196","80382","4866","307","307","0","",""
"12745","0","858452","1050730","Bank of Prague","Prague","NE","68050","3/31/2015","5/17/2015","NM","316 West Center Avenue","PRAGUE COMPANY","1","0","0","2","1","Saunders","36540","Omaha-Council Bluffs, NE-IA","1/1/1906","1/1/1934","11/25/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.bankofprague1.com","20400","20400","18914","0","1486","0","0","0","","8087","8078","12313","1459","4553","6301","12322","4053","16347","20021","19160","1241","0","0","0","",""
"14660","0","997847","2658496","Bank of Prairie du Sac","Prairie Du Sac","WI","53578","3/31/2015","5/17/2015","NM","555 Park Avenue","PLOETZ INVESTMENTS LIMITED PARTNERSHIP","2","0","0","4","0","Sauk","","","3/22/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.bankpds.com","319147","319147","300918","0","18229","0","0","0","","84263","51997","234884","138520","26219","70145","267150","267150","51997","306556","227945","16652","3766","3766","0","",""
"17671","52747","673851","3470444","Bank of Prairie Village","Prairie Village","KS","66208","3/31/2015","5/17/2015","NM","3515 W. 75th Street","BLUE LION BANCSHARES, INC.","1","0","0","8","1","Johnson","28140","Kansas City, MO-KS","2/27/1931","9/27/1956","12/13/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.bankofprairievillage.com","94009","94009","93759","0","0","250","0","0","","30988","17753","63021","17909","4560","40552","76256","17753","76256","87761","83990","5035","0","0","0","",""
"101","12621","967943","2236586","Bank of Prescott","Prescott","AR","71857","3/31/2015","5/17/2015","NM","East 2nd And Main Streets","PRESCOTT BANCSHARES, INC","1","0","0","8","0","Nevada","","","8/10/1904","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","http://www.bankofprescott.com","68101","68101","56383","0","11718","0","0","0","","31534","13451","36567","1292","7336","27938","54650","13984","54117","66141","60586","2905","0","0","0","",""
"8432","10864","99536","1081613","Bank of Putnam County","Cookeville","TN","38501","3/31/2015","5/17/2015","NM","140 South Jefferson Street","B.P.C. CORPORATION","9","0","0","5","1","Putnam","","","11/1/1901","1/1/1934","3/30/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","bankofputnamcounty.com","375082","375082","364445","0","10587","50","0","0","","171570","53754","203512","30534","31997","140981","321328","53754","321328","355284","350049","30557","0","0","0","",""
"35209","0","2817837","2817855","Bank of Quincy","Quincy","IL","62301","3/31/2015","5/17/2015","NM","1132 Broadway","QUINCY BANCSHARES, INC","2","0","0","2","1","Adams","","","10/12/1999","10/12/1999","2/14/2013","Stock","0","0","FDIC","DIF","Chicago","KANSAS CITY","Springfield Il","St. louis","Central","Central","www.bankofquincy.com","112503","112503","99161","0","1945","11397","0","0","","31615","13718","80888","15957","15669","49263","98785","13718","98785","111389","102783","2525","0","0","8076","",""
"11711","9874","37949","1138526","Bank of Rantoul","Rantoul","IL","61866","3/31/2015","5/17/2015","NM","201 East Champaign","BANCORP OF RANTOUL, INC.","3","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","11/25/1920","1/1/1934","6/12/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","https://www.bankofrantoul.com","188392","188392","137981","0","50411","0","0","0","","77584","20073","110808","58006","9273","43529","168319","20073","168320","175248","139541","6149","5494","5494","0","",""
"12956","13972","767611","0","Bank of Richmondville","Richmondville","NY","12149","3/31/2015","5/17/2015","NM","5 East Main Street","","3","0","0","5","0","Schoharie","10580","Albany-Schenectady-Troy, NY","12/8/1893","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.bankrich.com","118322","118322","95908","0","22414","0","0","0","","46136","16403","72186","4671","37288","30225","101919","16406","101916","114007","100500","4450","0","0","0","",""
"1377","0","989655","0","Bank of Ringgold","Ringgold","LA","71068","3/31/2015","5/17/2015","NM","2369 Mill Street","","3","0","0","7","0","Bienville","","","1/4/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.ringgoldbank.com","49094","49094","41919","13","7162","0","0","0","","22147","16885","26947","4484","10628","11835","32209","16885","32209","45465","42224","1343","0","0","0","",""
"8472","0","685368","0","Bank of Rio Vista","Rio Vista","CA","94571","3/31/2015","5/17/2015","NM","101 Main Street","","3","0","0","4","0","Solano","46700","Vallejo-Fairfield, CA","4/12/1904","1/1/1934","8/13/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://www.bankofriovista.com","167321","167321","151670","0","15651","0","0","0","","77599","43713","89722","23277","32244","34200","123608","43713","123608","165070","135781","8602","0","0","0","",""
"15673","9828","433550","1099823","Bank of Ripley","Ripley","TN","38063","3/31/2015","5/17/2015","NM","134 North Jefferson Street","BANCSHARES OF RIPLEY, INC.","4","0","0","7","0","Lauderdale","","","7/14/1939","7/14/1939","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","www.bankofripley.com","173769","173769","137722","1","36046","0","0","0","","77682","33544","96087","11813","12261","72013","140225","33544","140225","160663","142020","14569","0","0","0","",""
"29700","3912","345877","0","Bank of Ruston","Ruston","LA","71270","3/31/2015","5/17/2015","SA","505 North Vienna Street","","2","0","0","4","0","Lincoln","","","1/1/1905","9/14/1935","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.bankruston.com","140616","140616","139267","0","1099","250","0","0","","44988","44897","95628","11909","22543","61176","95719","16003","124613","121427","117259","9645","14874","14874","0","",""
"11243","13507","931047","1098004","Bank of Salem","Salem","AR","72576","3/31/2015","5/17/2015","SM","207 Church Street","SMITH ASSOCIATED BANKING CORPORATION","3","0","0","2","0","Fulton","","","12/9/1908","1/1/1934","10/15/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.bksalem.net","110449","110449","98297","0","12152","0","0","0","","40851","22668","69598","3969","7425","58204","87781","22668","87781","102946","101311","12697","3460","3460","0","",""
"14349","15906","426758","2234939","Bank of Salem","Salem","MO","65560","3/31/2015","5/17/2015","NM","100 West Fourth Street","SALEM BANCSHARES, INC.","2","0","0","8","0","Dent","","","10/10/1883","5/10/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.thebankofsalem.com","83466","83466","63743","0","19722","0","0","0","","39844","16310","43621","6035","11495","26091","67155","16310","67156","81157","69526","4616","0","0","0","",""
"58069","0","3357385","0","Bank of San Francisco","San Francisco","CA","94105","3/31/2015","5/17/2015","NM","575 Market St., Suite 900","","1","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","8/1/2005","8/1/2005","3/13/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","https://www.bankofsf.com/","154151","154151","145988","0","5990","2173","0","0","","78133","63805","76018","52987","712","22319","90346","63805","90346","138951","94472","0","12633","12633","0","",""
"57816","0","3302312","0","Bank of Santa Clarita","Santa Clarita","CA","91355","3/31/2015","5/17/2015","NM","23780 Magic Mountain Pkwy.","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/26/2004","10/26/2004","4/1/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.bankofsantaclarita.com","187116","187116","183063","0","2091","1962","0","0","","70511","67762","116605","63241","4771","48593","119354","61662","125453","136752","128342","1563","46192","46192","0","",""
"26727","13371","49858","3392667","Bank of South Texas","Mcallen","TX","78504","3/31/2015","5/17/2015","NM","1421 East Nolana Avenue","ST BANC CORP.","5","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","7/8/1986","7/8/1986","4/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.bankofsouthtexas.com","74598","74598","74463","0","135","0","0","0","","28048","21888","46550","3646","7090","35814","52710","21888","52710","72527","69672","1489","0","0","0","",""
"57044","0","3076453","0","Bank of Southern California, N.A.","San Diego","CA","92130","3/31/2015","5/17/2015","N","12265 El Camino Real, # 100","","8","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","12/18/2001","12/18/2001","11/7/2014","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.banksocal.com","296219","296219","286423","1","0","9795","0","0","","153933","108500","142286","86906","8257","47123","187719","108500","187719","286494","220984","3458","0","0","9795","",""
"19506","12429","248240","1247361","Bank of Springfield","Springfield","IL","62711","3/31/2015","5/17/2015","NM","3400 West Wabash","SPRING BANCORP, INC.","13","0","0","4","0","Sangamon","44100","Springfield, IL","10/29/1965","10/29/1965","8/2/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.bankwithbos.com","724968","724968","668419","0","53963","2586","0","0","","149159","57311","575809","139566","280902","155341","667657","114302","610666","703694","524672","8555","0","0","0","",""
"33990","0","2281371","0","Bank of St. Croix, Inc.","Christiansted","VI","820","3/31/2015","5/17/2015","NM","5025 Anchor Way","","0","0","0","7","1","Saint Croix","","","3/1/1995","3/1/1995","2/1/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","www.bankofstcroix.com","122171","122171","122171","0","0","0","0","0","","84306","70024","37865","0","24226","13639","52147","70012","52159","118333","90436","0","0","0","0","",""
"12236","0","456250","2851279","Bank of St. Elizabeth","Saint Elizabeth","MO","65075","3/31/2015","5/17/2015","NM","215 Main Street","SAINT ELIZABETH BANCSHARES, INC.","3","0","0","5","1","Miller","","","1/2/1914","1/1/1934","9/5/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.stebank.com","99882","99882","95485","0","4397","0","0","0","","31993","22227","67889","22014","20584","25291","77655","22227","77655","97178","91344","12754","0","0","0","",""
"22739","13122","364430","1082544","Bank of St. Francisville","Saint Francisvil","LA","70775","3/31/2015","5/17/2015","NM","5700 Commerce Street","SAINT FRANCISVILLE BANCSHARES, INC.","1","0","0","4","1","West Feliciana","12940","Baton Rouge, LA","10/30/1978","10/30/1978","8/3/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.bsf.net","100004","100004","87709","0","12295","0","0","0","","55348","33373","44656","5840","11724","27093","66631","33373","66631","93303","82445","1998","0","0","0","",""
"9820","0","568854","1055566","Bank of Stapleton","Stapleton","NE","69163","3/31/2015","5/17/2015","NM","324 Main St","STAPLETON INVESTMENT COMPANY","2","0","0","2","1","Logan","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.bankofstapleton.com","22788","22788","20564","7","2217","0","0","0","","8802","5022","13986","4497","2940","6549","17766","5022","17766","21111","19493","168","2092","0","198","",""
"5634","0","126049","1131723","Bank of Star City","Star City","AR","71667","3/31/2015","5/17/2015","SM","116 North Lincoln","STAR CITY BANCSHARES, INC.","5","0","0","4","1","Lincoln","38220","Pine Bluff, AR","4/7/1925","1/1/1934","9/7/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.bankofstarcity.com","77771","77771","74552","0","3219","0","0","0","","25036","16997","52735","17858","6766","28111","60774","16997","60774","74858","68874","3497","0","0","0","",""
"34148","15894","2396604","2270384","Bank of Star Valley","Afton","WY","83110","3/31/2015","5/17/2015","SM","384 Washington Street","STAR VALLEY BANCSHARES, INC.","3","0","0","4","1","Lincoln","","","3/25/1996","3/25/1996","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","www.bosv.com","121153","121153","107459","0","13694","0","0","0","","50567","29626","70586","13672","21274","35640","91527","29626","91527","116803","105528","9804","100","100","0","",""
"1536","16038","479268","1399765","Bank of Stockton","Stockton","CA","95202","3/31/2015","5/17/2015","NM","301 East Miner Avenue","1867 WESTERN FINANCIAL CORPORATION","16","0","0","9","0","San Joaquin","44700","Stockton-Lodi, CA","8/12/1867","1/1/1934","4/8/2010","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","www.bankofstockton.com","1916573","1916573","1883728","0","32845","0","0","0","","309750","309750","1606823","988641","321490","296692","1606823","577687","1338886","1822694","1349040","38331","0","0","0","",""
"16413","0","593940","0","Bank of Stronghurst","Stronghurst","IL","61480","3/31/2015","5/17/2015","NM","108 East Main Street","","4","0","0","2","0","Henderson","","","4/27/1946","4/27/1946","1/31/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.bankofstronghurst.com","67567","67567","62732","1","4834","0","0","0","","15897","6007","51670","6539","10319","34812","61560","6007","61560","66474","66365","3589","0","0","0","",""
"8892","12194","436953","2300768","Bank of Sullivan","Sullivan","MO","63080","3/31/2015","5/17/2015","NM","318 West Main Street","MID-MISSOURI HOLDING COMPANY, INC","8","0","0","4","0","Franklin","41180","St. Louis, MO-IL","4/1/1895","1/1/1934","12/14/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankofsullivan.com","333922","333922","272930","0","32198","28793","0","0","","111243","40263","222678","62247","19479","140952","293658","40234","293688","289604","271674","21336","18924","6447","0","",""
"13565","15599","124344","3808113","Bank of Sun Prairie","Sun Prairie","WI","53590","3/31/2015","5/17/2015","NM","228 East Main Street","BOSP BANCSHARES, INC.","4","0","0","4","0","Dane","31540","Madison, WI","8/8/1903","1/6/1934","1/6/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.bankofsunprairie.com","258342","258342","246747","0","11270","325","0","0","","66477","51312","191865","103388","15843","72634","207030","51312","207030","228850","209108","13510","22554","22554","248","",""
"11788","12686","910239","2376727","Bank of Sunset and Trust Company","Sunset","LA","70584","3/31/2015","5/17/2015","NM","863 Napoleon Avenue","SUNSET BANCORP, INC.","4","0","0","4","0","Saint Landry","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.bankofsunset.com","109551","109551","70170","0","39381","0","0","0","","44278","24738","65273","26975","9158","29140","84813","24739","84812","98756","71580","2654","0","0","0","",""
"21573","11347","340135","1135002","Bank of Tennessee","Kingsport","TN","37660","3/31/2015","5/17/2015","NM","301 East Center Street","BANCTENN CORP.","23","0","1","4","1","Sullivan","28700","Kingsport-Bristol-Bristol, TN-VA","5/13/1974","5/13/1974","1/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.bankoftennessee.com","785925","785925","643575","150","138702","3498","0","0","","97492","60853","688433","209830","375088","103514","725072","212091","573834","767514","550817","20808","5186","5186","0","",""
"35320","0","2823221","1245581","Bank of Terrell","Dawson","GA","39842","3/31/2015","5/17/2015","NM","250 East Lee Street","GEORGIA COMMUNITY BANCORP, INCORPORATED","3","0","0","4","1","Terrell","10500","Albany, GA","8/31/1999","8/31/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","http://www.bankofterrell.com","128298","128298","122627","0","4167","1504","0","0","","28294","19601","100004","17409","8232","74365","108697","19601","108697","115705","117890","9419","0","0","0","",""
"18576","0","925653","3929821","Bank of Texas","Midland","TX","79701","3/31/2015","5/17/2015","SM","306 West Wall Suite 100","TALL CITY BANCSHARES, INC.","3","0","0","4","1","Midland","33260","Midland, TX","8/4/1962","8/4/1962","1/5/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.bankoftexasonline.com","227001","227001","223175","17","3809","0","0","0","","67786","66474","159215","9405","2196","147614","160527","66689","160311","105754","91685","2133","0","0","0","",""
"21161","0","1006513","1244801","Bank of the Bluegrass and Trust Company","Lexington","KY","40507","3/31/2015","5/17/2015","NM","101 East High Street","BLUEGRASS BANCSHARES, INC.","2","0","0","4","0","Fayette","30460","Lexington-Fayette, KY","4/10/1972","7/16/1973","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.bankofthebluegrass.com","184480","184480","184480","0","0","0","0","0","","49911","26498","134569","63906","13783","56880","157982","26498","157982","179964","156113","8944","1842","1842","0","",""
"34903","16063","2750699","3447398","Bank of the Carolinas","Mocksville","NC","27028","3/31/2015","5/17/2015","NM","135 Boxwood Village","BANK OF THE CAROLINAS CORPORATION","8","0","0","4","0","Davie","49180","Winston-Salem, NC","12/7/1998","12/7/1998","8/18/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.bankofthecarolinas.com","315530","315530","304302","0","11228","0","0","0","","82709","41082","232821","92059","17116","123646","274448","41082","274448","304760","286953","18454","0","0","6845","",""
"22407","9626","17464","1848003","Bank of the Cascades","Bend","OR","97701","3/31/2015","5/17/2015","NM","1100 Nw Wall Street","CASCADE BANCORP","44","0","1","4","0","Deschutes","13460","Bend-Redmond, OR","2/1/1977","2/1/1977","10/17/2014","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.botc.com","2018271","2018271","1851016","0","166550","705","0","0","","386569","386569","1631702","1286566","134146","210990","1631702","259216","1759054","1925551","1719799","42018","60691","59419","0","",""
"26539","0","718275","0","Bank of the Federated States of Micronesia","Pohnpei","FM","96941","3/31/2015","5/17/2015","NM","Corp Office, Kaselehlie St","","0","0","1","7","0","64040","","","2/7/1986","2/7/1986","1/22/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","N/A","","103190","103190","72366","0","0","0","0","30824","","33200","32172","69990","0","51023","18967","71018","32172","71018","91585","51253","0","0","0","0","",""
"4791","15583","552059","1060524","Bank of the Flint Hills","Wamego","KS","66547","3/31/2015","5/17/2015","SM","806 West Fifth Street","WAMEGO BANCSHARES, INC.","4","0","0","4","1","Pottawatomie","31740","Manhattan, KS","1/1/1875","1/1/1934","6/14/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.bankflinthills.com","125572","125572","100470","0","25102","0","0","0","","57316","27039","68256","13666","12741","41849","98533","27065","98507","120539","98317","3375","4181","4181","0","",""
"35207","0","2787770","3217032","Bank of the James","Lynchburg","VA","24504","3/31/2015","5/17/2015","SM","615 Church Street","BANK OF THE JAMES FINANCIAL GROUP, INC.","11","0","0","4","0","Lynchburg City","31340","Lynchburg, VA","7/22/1999","7/22/1999","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.bankofthejames.com","440374","440374","434269","0","6105","0","0","0","","147985","83679","292389","37776","116804","137810","356695","83679","356695","415731","401351","12489","12000","12000","0","",""
"21219","9926","422116","1071249","Bank of the Mountains, Inc.","West Liberty","KY","41472","3/31/2015","5/17/2015","NM","Main And Court Streets","MOUNTAIN BANCORP, INC.","3","0","0","8","0","Morgan","","","9/15/1973","9/15/1973","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.bankofthemountains.com","56548","56548","54829","2","1717","0","0","0","","21395","15231","35153","1148","9616","24388","41317","15231","41317","50687","50336","3836","0","0","0","",""
"20387","0","777366","1028533","Bank of the Orient","San Francisco","CA","94104","3/31/2015","5/17/2015","SM","233 Sansome Street","ORIENT BANCORPORATION","8","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","3/17/1971","3/17/1971","8/8/2013","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.bankorient.com","392272","387914","383831","0","261","478","3344","0","4358","32137","20870","355777","39295","164070","152412","367044","67034","320880","373434","362486","18579","0","0","0","2","4356"
"110","9592","107244","1097089","Bank of the Ozarks","Little Rock","AR","72223","3/31/2015","5/17/2015","NM","17901 Chenal Parkway","BANK OF THE OZARKS INC","170","0","1","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","3/3/1903","1/1/1934","2/11/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.bankozarks.com","6723821","6723821","6114250","13","552524","57034","0","0","","257168","182413","6466653","1843727","2470237","2152689","6541408","1272325","5451496","6150982","6540751","395194","264519","262653","57034","",""
"23041","10584","307679","2560236","Bank of the Pacific","Aberdeen","WA","98520","3/31/2015","5/17/2015","NM","300 East Market Street","PACIFIC FINANCIAL CORPORATION","19","0","1","4","0","Grays Harbor","","","12/26/1979","12/26/1979","6/4/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.bankofthepacific.com","657355","657355","562930","0","93840","585","0","0","","74422","42364","582933","361486","106028","115419","614991","167507","489848","618929","481399","20150","21830","21830","352","",""
"22340","14345","192857","2623001","Bank of the Panhandle","Guymon","OK","73942","3/31/2015","5/17/2015","NM","13th And Main Streets","PANHANDLE BANCSHARES, INC.","1","0","0","4","1","Texas","","","10/12/1976","10/12/1976","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.bopguymon.com","117654","117654","108971","0","8419","264","0","0","","46272","27165","71382","33015","12247","26120","90489","27160","90494","108486","94796","3943","4600","4600","0","",""
