cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"4626","52232","1007659","1058624","Bank of the Prairie","Olathe","KS","66062","3/31/2015","5/17/2015","NM","18675 West 151st Street","PRAIRIE STAR BANCSHARES, INC.","2","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.bankoftheprairie.com","67385","67385","54179","0","3486","9720","0","0","","17615","12424","49770","13549","2459","33762","54961","12434","54951","62899","61646","2589","252","252","6675","",""
"2205","12491","475756","1134470","Bank of The Rockies, National Association","White Sulphur Sp","MT","59645","3/31/2015","5/17/2015","N","205 West Main Street","COUNTRICORP","6","0","0","2","1","Meagher","","","8/1/1883","1/1/1934","1/19/2007","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.bankoftherockies.com","110955","110955","107999","0","2957","0","0","0","","48987","6995","61969","21448","17099","23424","103961","7172","103783","107460","101659","3320","0","0","0","",""
"22597","10050","662369","2976396","Bank of the Sierra","Porterville","CA","93257","3/31/2015","5/17/2015","NM","90 North Main Street","SIERRA BANCORP","29","0","0","4","0","Tulare","47300","Visalia-Porterville, CA","1/19/1978","1/19/1978","11/15/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","www.bankofthesierra.com","1392004","1392004","1274224","231","116720","829","0","0","","343956","304257","1048048","116575","639930","291543","1087747","401376","990628","1238908","953486","15053","23423","22005","0","",""
"19125","0","83236","1129515","Bank of the South","Pensacola","FL","32506","3/31/2015","5/17/2015","NM","4410 W. Fairfield Drive","FIVE FLAGS BANKS, INC.","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","5/20/1964","5/24/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","http://www.bankofthesouth.com","58269","58269","57783","0","486","0","0","0","","27755","16209","30514","11530","11429","7555","42060","16209","42060","57511","48983","941","0","0","0","",""
"2247","14339","499752","2013947","Bank of the Southwest","Roswell","NM","88201","3/31/2015","5/17/2015","NM","226 North Main Street","NEW MEXICO NATIONAL FINANCIAL INCORPORATED","14","0","0","4","1","Chaves","","","3/18/1930","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","www.bankofsw.com","145959","145959","125466","0","20493","0","0","0","","25950","20240","120009","87696","18796","13517","125719","20240","125719","145196","111874","501","0","0","0","",""
"25291","0","478195","1983070","Bank of the Valley","Bellwood","NE","68624","3/31/2015","5/17/2015","NM","404 State Street","BELLWOOD COMMUNITY HOLDING COMPANY","3","0","0","2","0","Butler","","","5/11/1984","5/11/1984","8/15/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.bankofthevalley.com","120683","120683","102226","0","16476","1981","0","0","","38571","15796","82112","15362","9512","57238","104887","15796","104887","95127","99458","2794","24641","19116","6694","",""
"26627","0","859552","1141384","Bank of the West","Grapevine","TX","76051","3/31/2015","5/17/2015","NM","108 West Northwest Highway","GREATER SOUTHWEST BANCSHARES, INC.","10","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/1/1986","4/1/1986","5/2/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.bnkwest.com","356089","356089","343229","0","12860","0","0","0","","50541","31559","305548","102601","160049","42898","324530","161416","194673","347344","248936","6272","0","0","0","",""
"3514","13975","804963","1231968","Bank of the West","San Francisco","CA","94104","3/31/2015","5/17/2015","NM","180 Montgomery Street","BNP PARIBAS","567","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","1/1/1874","1/1/1934","10/27/2008","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.bankofthewest.com","51396600","50565342","45168644","68","4477540","620185","296400","2505","831258","3103639","2595108","47461703","36883771","2915878","7662054","47970234","15620807","34944535","45262549","27842720","522313","2713417","1789015","0","0","831258"
"4198","16095","254652","0","Bank of the Wichitas","Snyder","OK","73566","3/31/2015","5/17/2015","NM","623 E Street","","4","0","0","2","1","Kiowa","","","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bankofthewichitas.com","112540","112540","96048","0","16492","0","0","0","","66452","18566","46088","14517","4708","26861","93974","18566","93974","112540","96336","3542","0","0","0","",""
"16389","10996","589523","2730383","Bank of Travelers Rest","Travelers Rest","SC","29690","3/31/2015","5/17/2015","NM","42 Plaza Drive","TRAVELERS REST BANCSHARES, INC.","9","0","0","4","1","Greenville","24860","Greenville-Anderson-Mauldin, SC","3/10/1946","3/18/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.bankoftravelersrest.com","480860","480860","459004","0","21856","0","0","0","","179444","71084","301416","96760","31357","173299","409776","71084","409777","447281","423724","38725","0","0","0","",""
"19480","0","831352","1126523","Bank of Turtle Lake","Turtle Lake","ND","58575","3/31/2015","5/17/2015","NM","205 Main Street","MCLEAN BANK HOLDING COMPANY","1","0","0","2","0","Mclean","","","9/1/1965","9/1/1965","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.btlnd.com","44908","44908","39588","0","5320","0","0","0","","17438","9428","27470","3462","5694","18314","35480","9479","35429","42719","40624","1382","250","250","0","",""
"17159","9533","933975","2935142","Bank of Utah","Ogden","UT","84401","3/31/2015","5/17/2015","SM","2605 Washington Blvd","BOU BANCORP, INC.","13","0","0","4","0","Weber","36260","Ogden-Clearfield, UT","2/5/1952","12/1/1952","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","www.bankofutah.com","724579","724579","660997","0","63582","0","0","0","","41551","34049","683028","526480","89934","66614","690530","34049","690530","696526","478736","9377","4622","4622","0","",""
"13397","0","254317","0","Bank of Utica","Utica","NY","13502","3/31/2015","5/17/2015","NM","222 Genesee Street","","1","0","0","7","0","Oneida","46540","Utica-Rome, NY","4/23/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.bankofutica.com","790896","790896","733751","0","57145","0","0","0","","31815","12901","759081","227963","176984","354134","777995","34832","756064","750244","655633","88802","0","0","0","",""
"420","0","286251","1055605","Bank of Vici","Vici","OK","73859","3/31/2015","5/17/2015","NM","121 West Broadway Street","VICI BANCORPORATION","1","0","0","7","1","Dewey","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bankofvici.com","40711","40711","36604","18","4089","0","0","0","","13895","10029","26816","0","7689","19127","30682","10133","30579","37618","36653","0","0","0","0","",""
"57627","0","3198421","4129002","Bank of Virginia","Midlothian","VA","23112","3/31/2015","5/17/2015","SM","11730 Hull Street Road","CORDIA BANCORP, INC.","4","0","0","4","0","Chesterfield","40060","Richmond, VA","1/12/2004","1/12/2004","4/27/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.bankofva.com","267052","267052","248383","0","9840","8829","0","0","","42195","28825","224857","63231","6706","154920","238227","27918","239134","255518","217185","9497","21117","117","0","",""
"57640","0","3254297","3569049","Bank of Walker County","Jasper","AL","35501","3/31/2015","5/17/2015","NM","607 Hwy 78 East","RELATIONS BANCSHARES, INC.","1","0","0","4","0","Walker","13820","Birmingham-Hoover, AL","3/29/2004","3/29/2004","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.bankofwalkercounty.com","59420","59420","53281","0","6139","0","0","0","","15100","14038","44320","8265","4456","31600","45382","15100","44320","48588","50757","3593","0","0","0","",""
"8558","0","116639","0","Bank of Walnut Grove","Walnut Grove","MS","39189","3/31/2015","5/17/2015","NM","101 Chadwick Ave","","1","0","0","8","1","Leake","","","1/1/1923","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","","47765","47765","43961","0","2667","1137","0","0","","13483","10778","34282","1940","8291","24052","36987","10778","36987","44654","46404","4889","0","0","0","",""
"27496","0","1404481","2352842","Bank of Walterboro","Walterboro","SC","29488","3/31/2015","5/17/2015","NM","1100 N. Jefferies Boulevard","COMMUNITYCORP","4","0","0","8","0","Colleton","","","5/1/1989","5/1/1989","3/13/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.bankofwalterboro.com","155647","155647","136759","0","18648","240","0","0","","52687","24000","102960","5892","23099","73969","131647","24000","131647","139137","131200","7042","0","0","0","",""
"12627","11216","565750","2294812","Bank of Washington","Washington","MO","63090","3/31/2015","5/17/2015","NM","Main And Oak Streets","DIAMOND BANCORP, INC","6","0","0","4","1","Franklin","41180","St. Louis, MO-IL","10/29/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.bankofwashington.com","475300","475300","473032","0","2268","0","0","0","","39270","27359","436030","124729","135485","175816","447941","75878","399422","467327","419517","33816","0","0","61712","",""
"5608","14631","358233","3100330","Bank of Wedowee","Wedowee","AL","36278","3/31/2015","5/17/2015","NM","112 West Broad Street","SWANN BANCSHARES, INC.","3","0","0","7","0","Randolph","","","2/6/1906","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.bankofwedowee.com","103386","103386","92713","0","10673","0","0","0","","35827","21886","67559","7814","14112","45632","81500","21886","81500","99380","95882","12036","0","0","0","",""
"4087","0","175056","1062706","Bank of Western Oklahoma","Elk City","OK","73644","3/31/2015","5/17/2015","SM","201 East Broadway Street","WESTERN OKLAHOMA BANCSHARES, INC.","6","0","0","2","1","Beckham","","","4/1/1908","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bankofwesternoklahoma.com","227183","227183","218060","0","9123","0","0","0","","105498","73125","121685","30820","27256","63609","154058","73125","154058","218803","186236","4237","0","0","0","",""
"1418","13991","393355","1060104","Bank of Weston","Weston","MO","64098","3/31/2015","5/17/2015","NM","18255 Highway 45 North","WILSON BANCSHARES, INC.","4","0","0","4","1","Platte","28140","Kansas City, MO-KS","3/21/1893","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.bankofweston.com","114963","114963","90947","1","24015","0","0","0","","64986","26814","49977","9006","15696","25275","88149","26815","88148","107701","94731","2744","967","967","0","",""
"24211","0","209362","1398692","Bank of Whittier, National Association","Whittier","CA","90609","3/31/2015","5/17/2015","N","15141 E. Whittier Boulevard","GREATER PACIFIC BANCSHARES","2","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/20/1982","12/20/1982","8/20/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.whittierbank.com","50913","50913","47876","0","2535","502","0","0","","16815","12662","34098","2423","4696","26978","38251","12662","38251","38786","43829","2814","4542","4542","0","",""
"8250","0","179335","0","Bank of Wiggins","Wiggins","MS","39577","3/31/2015","5/17/2015","NM","109 West Pine Avenue","","3","0","0","4","0","Stone","","","12/4/1916","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","http://www.bankofwiggins.com","163188","163188","150743","0","12445","0","0","0","","56188","33295","107000","5902","26289","74809","129893","33239","129949","152917","138757","12945","0","0","0","",""
"9323","0","625953","3723953","Bank of Winnfield & Trust Company","Winnfield","LA","71483","3/31/2015","5/17/2015","NM","Jones And Main Streets","BLACK CAT FINANCIAL CORP","2","0","0","8","1","Winn","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","http://www.bankofwinnfield.com","125316","125316","106271","0","19045","0","0","0","","61049","39598","64267","1694","20983","41590","85718","39598","85718","110970","102251","3558","0","0","12618","",""
"12207","0","800442","3229503","Bank of Winona","Winona","MS","38967","3/31/2015","5/17/2015","NM","312 North Applegate","BANCORP OF WINONA, INC.","1","0","0","7","1","Montgomery","","","6/15/1885","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","www.bankofwinona.com","100178","100178","89627","0","10551","0","0","0","","37017","17858","63161","1504","21698","39959","82320","17858","82320","95878","88168","12617","0","0","0","",""
"15136","0","894348","3059746","Bank of Wisconsin Dells","Wisconsin Dells","WI","53965","3/31/2015","5/17/2015","NM","716 Superior Street","DELLS BANCSHARES, INC.","3","0","0","4","0","Columbia","31540","Madison, WI","2/26/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.dellsbank.com","376404","376404","318029","0","58374","0","0","0","","111929","55743","264474","147100","16615","100759","320660","55743","320661","256243","243318","15599","82309","82309","0","",""
"16201","0","729842","1210208","Bank of Wolcott","Wolcott","IN","47995","3/31/2015","5/17/2015","NM","105 North Range Street","WOLCOTT BANCORP","3","0","0","2","1","White","","","10/16/1944","10/16/1944","11/30/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.bankofwolcott.com","131753","131753","109118","0","22635","0","0","0","","38186","28769","93567","29119","11630","52818","102984","38186","93567","114910","103483","4282","8236","0","0","",""
"5699","0","176437","1138656","Bank of Wrightsville","Wrightsville","GA","31096","3/31/2015","5/17/2015","NM","156 N. Bradford St.","WRIGHTSVILLE BANCSHARES, INC.","1","0","0","8","1","Johnson","","","1/1/1897","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","WWW.BANKOFWRIGHTSVILLE.COM","49580","49580","45023","0","4557","0","0","0","","20991","11288","28589","2315","3779","22496","38292","11288","38292","48357","45731","3926","0","0","0","",""
"11715","0","371849","1142297","Bank of Yates City","Yates City","IL","61572","3/31/2015","5/17/2015","NM","107 E Main Street","FIRST BANCORP, INC.","2","0","0","8","1","Knox","","","1/1/1871","1/1/1934","9/8/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.bankofyatescity.com","54949","54949","52719","0","2143","87","0","0","","15781","7155","39168","2181","13632","23355","47794","7155","47794","54136","53266","6872","0","0","0","",""
