cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,idntilr,idntigr,intincy,intexpy,nimy,noniiay,nonixay,elnatry,noijy,roa,roaptx,roe,roeinjr,ntlnlsr,elnantr,iderncvr,eeffr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,rbc1rwaj,rbcrwaj,rbct1cer,asset5,ernast5,eq5,lnlsgr5
"18302","0","856869","0","Powell State Bank","Powell","TX","75153","3/31/2015","5/17/2015","NM","100 Car St","","1","0","0","8","0","Navarro","","","1/1/1910","9/29/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","","","","4.27448620456991","0.335539872713679","3.93894633185623","0.310093196487857","3.24923740667712","0.202234693361646","0.323575509378634","0.323575509378634","0.498845576958727","3.12347486578819","3.12347486578819","8.59229557496778E-02","500","17.3333333333333","82.2525597269625","2.68645454545455","0","92.2066935129099","1.48475979727318","37.0106761565836","2.19281919393591","4.01170675994004","46.7023112585022","53.8596628161099","53.8596628161099","86.7111096071199","10.5004906771344","10.3736115785931","17.9520037278658","19.163560111836","17.9520037278658","29668.5","27418.5","3073.5","13966"
"6863","14630","31826","1249271","Powell Valley National Bank","Jonesville","VA","24263","3/31/2015","5/17/2015","N","33785 Main Street","POWELL VALLEY BANKSHARES, INC.","5","0","0","8","0","Lee","","","1/1/1888","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.powellvalleybank.com","","","4.17296411614078","0.27443090899185","3.89853320714893","0.369168477775462","2.832772633898","0.111643692875644","0.730834499389681","0.791925928131233","1.10452826818304","4.85517744897843","2.75613456690129","1.86422453252905E-02","1071.42857142857","108.571428571429","71.4607585429966","3.745625","43.2330827067669","93.000723065799","1.99214910022269","162.697979246313","1.2366279177559","1.22444612370183","54.3441422400208","65.7207815211591","71.3406738903979","82.6894339692604","16.3349834065669","15.8685907741191","23.9420382492766","25.2215798515001","23.9420382492766","268712","247785.5","43829.5","150196.5"
"4775","0","48057","1980592","Prairie Bank of Kansas","Stafford","KS","67578","3/31/2015","5/17/2015","NM","200 South Main Street","FARMERS NATIONAL BANCSHARES, INC.","4","0","0","2","0","Stafford","","","1/1/1886","1/1/1934","6/27/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.prairiebankks.com","","","3.75700838434237","0.489686744509027","3.26732163983334","0.130117570519076","2.79566894372415","0.193317533342627","8.43533621450811E-02","0.223058692318416","0.245364561550258","2.3450095266012","-0.742586350090381","2.56036636136553","14.0921409214092","0.208672086720867","90.7117008443908","4.16811538461539","131.666666666667","88.519991510644","0.612579762989973","29.6819787985866","1.05840123280213","2.06381039197812","50.3031253748697","56.5146174580137","58.4425051995111","89.0090522372221","9.5145380221646","8.68528857308585","12.2751959829892","12.7055899984629","12.2751959829892","107595","97205","10234.5","57648"
"34526","0","2598396","2598378","Prairie Community Bank","Marengo","IL","60152","3/31/2015","5/17/2015","NM","800 West Grant Highway","MARENGO BANCSHARES, INC.","2","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/2/1998","4/2/1998","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.prairiecommunitybank.com","","","4.26854868281899","0.493178931481078","3.77536975133791","0.547174235910263","3.49800672242633","0","0.51981552411475","0.51981552411475","0.51981552411475","6.08834973678187","6.08834973678187","0.346729708431836","0","2.01515151515152","87.0622568093385","3.96153846153846","0","92.2252427184466","4.49360480292352","57.2783230743637","8.37378640776699","7.84521012790394","71.0456310679612","80.7916091636765","84.7593675797765","87.9368932038835","8.55631067961165","8.39442487971827","11.342555358962","12.6347112755348","11.342555358962","102344","94083.5","8738","76140"
"57453","0","3097243","0","Prairie Mountain Bank","Great Falls","MT","59405","3/31/2015","5/17/2015","NM","1019 7th Street South","","2","0","0","4","0","Cascade","24500","Great Falls, MT","11/1/2002","11/1/2002","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.prairiemountainbank.com","","","5.27634653827745","0.382915223695695","4.89343131458175","0.473785764775557","3.79028611820445","0","0.672470117745951","0.672470117745951","1.11059458839862","6.39302579004722","6.39302579004722","5.58508085277203E-02","0","27.25","77.3388773388773","2.87217857142857","0","91.4997326568931","2.31752478795843","45266.6666666667","0.208900660275301","5.11971602641774E-03","71.1741957946308","81.1405809222744","86.5212527964206","87.7171385583367","10.3617214409172","10.7556486220981","13.2325111715408","14.4935833214064","13.2325111715408","78516.5","71034","8259","57295.5"
"3741","0","408147","1135404","Prairie National Bank","Stewardson","IL","62463","3/31/2015","5/17/2015","N","110 East Main Street","FIRST WATERLOO BANCSHARES, INC.","2","0","0","8","0","Shelby","","","8/4/1928","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.prairienational.com","","","2.21291455364062","0.360971877544214","1.8519426760964","0.368280904454574","1.25648779166855","0","0.57047434219434","0.57047434219434","0.815994945164056","4.70203109887657","4.70203109887657","0","","","56.794425087108","3.46682352941176","0","90.1774806569838","0","","0","0","50.0967150807656","58.145259758163","58.7316743251576","86.1578661599023","13.6113750509027","11.335265269728","18.6594092104458","18.6594092104458","18.6594092104458","55392.5","50973.5","6720.5","30237"
"27362","0","1222948","1095414","Prairie State Bank and Trust","Springfield","IL","62704","3/31/2015","5/17/2015","NM","3751 West Wabash Avenue","AMERICAN CENTRAL BANCORPORATION, INC.","21","0","0","4","1","Sangamon","44100","Springfield, IL","11/4/1988","11/4/1988","10/31/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.psbank.net","","","3.85591921099246","0.337062045446023","3.51885716554643","0.680635334584818","2.46737334337519","4.60876114252313E-02","1.5040298557795","1.5040298557795","1.5293218376592","14.2564129884659","-0.458165738792254","6.07352295810195E-02","100","34.1829268292683","61.0315584596135","4.28548795180723","103.21375186846","95.8138351483221","0.98390347279698","168.799745304043","0.443075608209831","0.582882083752417","75.0040413780888","87.040042804546","92.5231927031854","86.1718801615427","10.5482076663888","10.5416579450517","14.1653578386215","15.166233746621","14.1653578386215","711688","679993.5","75082","540049"
"8207","12948","960551","1126644","Prairie Sun Bank","Milan","MN","56262","3/31/2015","5/17/2015","NM","240 North Second Street","MILAN AGENCY, INC.","2","0","0","2","1","Chippewa","","","12/15/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.bankwithpsb.com","","","4.23732995575148","0.263188196009409","3.97414175974208","0.402837635698523","3.3174864116349","0.947853260467114","-0.284355978140134","-0.260659646628456","-0.260659646628456","-3.73276776246023","-34.2735949098621","2.17251765170592","72.7272727272727","0.509090909090909","83.3333333333333","3.81488888888889","-818.181818181818","89.6691326382012","1.13457934457783","238.297872340426","0.725228636337159","0.476118117813909","56.8503524203414","63.2542614557003","67.28833425262","89.8759247393255","6.57948389351663","6.9741804467653","10.3665373005606","11.3324708926261","10.3665373005606","33760.5","30396.5","2357.5","20253"
"33539","15689","1918344","0","Preferred Bank","Los Angeles","CA","90017","3/31/2015","5/17/2015","NM","601 South Figueroa Street","","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/23/1991","12/23/1991","2/27/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.preferredbank.com","","","4.35620077146436","0.493315995418499","3.86288477604586","0.152858256170686","1.64689981367418","9.54171386833246E-02","1.27668131558288","1.27668131558288","2.12093215865294","11.1787153249911","8.34309799965328","2.08111194295091E-02","581.395348837209","135.046511627907","42.629915036554","12.8785421686747","25.3662182361734","96.0518523854474","1.38482635788536","288.171513060621","0.791781229447694","0.480556298982282","77.9052481993491","89.681033684342","105.713991923659","86.8692576331789","11.401238073231","11.2580471899365","12.101742547695","13.2997217738131","12.101742547695","2096059.5","2013314","239383.5","1652962.5"
"10628","13674","252452","3468209","Preferred Bank","Rothville","MO","64676","3/31/2015","5/17/2015","NM","205 Main St","BOR BANCORP","5","0","0","7","1","Chariton","","","1/8/1904","1/1/1934","6/22/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","mypfbank.com","","","3.2758306912769","0.218388712751794","3.05744197852511","0.446780433539159","2.16544387545995","0","1.15658483198443","1.36195970869195","1.36195970869195","15.5491567256273","1.31633072809543","0.168266851430268","0","18.8823529411765","64.4251626898048","4.70570833333333","91.5343915343915","94.3667708545472","1.09383405487102","87.5","0.594136554007987","1.25009606270974","34.1872017142301","37.4785233791825","37.5839579480191","91.2181127531278","8.71547854113355","7.89776470071582","19.4568862923293","20.3808287352591","19.4568862923293","111016.5","104401","9724","40412"
"34900","0","2811086","2939319","Preferred Bank","Casey","IL","62420","3/31/2015","5/17/2015","NM","602 North Route 49","PREFERRED BANCORP, INC.","1","0","0","4","0","Clark","","","7/19/1999","7/19/1999","4/3/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","","","","4.32664411381526","0.691912722654668","3.6347313911606","0.208707518487673","2.77741543833596","0.264898004234354","0.513741583969657","0.513741583969657","0.497687159470605","4.97957595798483","-2.10075860727485","9.96403605735548E-02","412.5","11.875","78.4580498866213","4.20333333333333","142.1875","91.8259318001586","1.98511166253102","73.9181286549708","2.42268041237113","2.68555454345573","61.8655828707375","69.0223401902234","69.4045950935255","89.6312450436162","10.1903251387787","9.79396543306318","15.074092999489","16.3305178995461","15.074092999489","49830.5","45670.5","5141","32115.5"
"32265","8069","203070","0","Preferred Bank","Houston","TX","77079","3/31/2015","5/17/2015","SA","11757 Katy Fwy, Suite 100","","5","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/14/1985","1/14/1985","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.preferredbanktx.com","","","3.71303309480437","0.20744175506184","3.50559133974253","0.271606438916844","2.58026116971001","0","0.759492079193396","0.759492079193396","1.0629535942795","5.21588946459413","5.21588946459413","-7.23700825094326E-02","0","","70.8237459733088","6.002","0","96.0644901311966","1.24031831043612","60.8938547486033","1.06088668118379","2.03685300521161","50.4428756306038","58.6452481879733","59.7841660543718","86.0135768697256","13.5481971125904","14.0567399265927","26.8700530238992","28.1195727349573","26.8700530238992","238580.5","229462","34740","132651.5"
"58262","0","3595066","0","Preferred Community Bank","Fort Myers","FL","33966","3/31/2015","5/17/2015","NM","4379 Colonial Blvd, # 100","","3","0","0","4","0","Lee","15980","Cape Coral-Fort Myers, FL","4/16/2007","4/16/2007","11/10/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.pcbbank.net","","","4.63753568179679","0.557106559176888","4.08042912261991","1.32248383006725","3.27839033602431","0","0.922400372349816","0.941574247944319","1.55359750910813","7.95120849333635","7.95120849333635","-0.011161337128188","0","","68.270944741533","3.74896","0","85.784857667193","1.22038281765649","","1.0082796295506","0","78.2435662156972","92.9336324120189","101.75952265316","84.1929495113311","11.9798557466604","10.1772151898734","14.8237218027031","16.0999150273355","14.8237218027031","93460.5","79697.5","11067.5","71676"
"12493","0","860259","4458113","Premier Bank","Omaha","NE","68118","3/31/2015","5/17/2015","NM","16802 Burke Street","PREMIER BANCSHARES, INC.","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","8/1/1914","1/1/1934","4/5/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.premierbankne.com","","","4.14882481682367","0.301573010679491","3.84725180614418","1.39766489352662","3.93739059499329","0.280076817185296","0.513927363573019","0.513927363573019","0.753216294760456","3.83620033490638","3.83620033490638","3.45929490921513E-03","10300","380","75.492341356674","4.11366666666667","0","93.1029360127488","1.13755790783511","10407.6923076923","8.77832698592767E-03","1.09299725069153E-02","79.4006428436377","92.3626766371584","94.112468185238","85.9661561731896","13.3964022364476","13.460624797736","11.0875421830247","11.8549187533676","11.0875421830247","147102.5","136617","19707","115630.5"
"34849","0","2687133","2687124","Premier Bank","Dubuque","IA","52002","3/31/2015","5/17/2015","SM","2625 Northwest Arterial","PREMIER FINANCIAL CORP.","3","0","0","4","1","Dubuque","20220","Dubuque, IA","10/13/1998","10/13/1998","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.premierbanking.com","","","3.6264789529092","0.454095501469132","3.17238345144006","0.455514113333247","2.24937913945668","0.137989617394111","1.01785889819742","1.01785889819742","1.06385543732879","10.4802826315287","2.53604506827079","0.861395108062638","22.3557692307692","1.94711538461538","65.1762682717111","6.6059756097561","75.801749271137","94.6637375620742","0.840834697217676","1934.11764705882","0.755044398087467","4.34738134206219E-02","71.5819010873378","89.0053942384942","96.6509466883357","80.4242278794144","9.76942531706327","9.73026561915451","12.3845893786516","13.1674055168539","12.3845893786516","269585.5","254572","26182.5","193175"
"34112","15753","2380470","2494096","Premier Bank","Denver","CO","80223","3/31/2015","5/17/2015","SM","2480 West Alameda Avenue","PB FINANCIAL GROUP, INC.","2","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","12/29/1995","12/29/1995","6/10/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.premierbankusa.com","","","3.7327650230876","0.516645677936","3.2161193451516","0.753252020743402","7.05739200973433","0","-3.41860532491236","-3.92849900049251","-3.92849900049251","-232.590051457976","-232.590051457976","0","","","193.949044585987","1.86282352941176","0","90.0277883036504","4.77804575972883","41.8857142857143","6.66287735253252","11.4073398083567","46.1285840596185","49.3997497548274","49.8566552901024","93.3781735505873","1.36731085006947","1.64219588419128","3.45340690681381","4.74300948601897","3.45340690681381","34517","30969","583","15865"
"34384","14334","2539960","3066922","Premier Bank","Rock Valley","IA","51247","3/31/2015","5/17/2015","NM","1004 21st Avenue","PREMIER HOLDINGS, LTD","4","0","1","2","1","Sioux","","","2/25/1997","2/25/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.epremierbank.com","","","4.94172347160979","0.615262791842512","4.32646067976728","0.255342532464862","1.35568457958148","9.87148965714671E-02","2.68899378260676","2.68899378260676","2.8640481991935","21.9438514520482","21.9438514520482","-2.45881040583027E-02","-441.176470588235","","31.3623895153916","9.44753125","0","94.5928334452453","1.44297629292346","946.190476190476","0.138925182173914","0.152503785361815","89.7817220768653","112.88047343184","134.17285390859","79.5369822142689","12.6660073233417","12.3619900985773","12.650169386597","13.901394644976","12.650169386597","303905.5","285406.5","37240.5","276556.5"
"21714","11890","33259","0","Premier Bank","Maplewood","MN","55109","3/31/2015","5/17/2015","NM","2866 White Bear Avenue","","7","0","0","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/1/1974","8/1/1974","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.premierbanks.com","","","4.0059898343043","0.402159390235577","3.60383044406873","0.602907698250286","2.16770630439607","0","1.11216417235796","1.25775619057012","2.00333670291016","12.4571642532132","12.4571642532132","0.979076228231538","0","2.37554969217238","54.9683227742581","7.26708235294118","0","92.8627396382074","1.45387332904857","55.1365941436283","5.48905459266766","2.63685733881438","73.9704582468569","82.9524452723041","83.4342821978793","89.1721250700176","10.0891692110435","10.3418814828659","11.8537219799556","13.1038176115064","11.8537219799556","608385","563955.5","61426.5","464519.5"
"35385","0","2873075","4028730","Premier Bank & Trust","North Canton","OH","44720","3/31/2015","5/17/2015","NM","600 South Main Street","EXCEL BANCORP, LLC","5","0","0","4","0","Stark","15940","Canton-Massillon, OH","10/3/2000","10/3/2000","9/17/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.mypremierbankandtrust.com","","","3.72754985368871","0.465752849395762","3.26179700429294","0.744877605211239","2.95482636765082","1.88760406778677E-02","0.572873314541993","0.554665195303496","0.845065821116845","5.0869746150645","5.0869746150645","-6.71312782268736E-02","-33.3333333333333","","76.3684409211023","4.32612121212121","0","94.7384458049061","1.12080425390495","237.291116974494","0.536907580448579","0.472333000997009","83.3632199044564","111.142136720209","117.55798332609","75.0059539653409","10.6856166206694","10.1019850196887","11.2983660117306","12.4057511790081","11.2983660117306","275481.5","261941.5","30037.5","232380.5"
"33204","0","1481745","0","Premier Bank Minnesota","Farmington","MN","55024","3/31/2015","5/17/2015","NM","316 Oak Street","","8","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","10/5/1990","10/5/1990","3/28/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.premierbanks.com","","","4.2318373627959","0.245254210798399","3.9865831519975","0.740120710163443","3.13229657694172","0","1.25996739944491","1.85690999603507","1.85690999603507","19.1967208448379","14.7561982294839","-5.45479339969999E-02","0","","71.3139418254764","4.99561111111111","23.1316725978648","91.4174664427664","1.33989374977716","378.83064516129","3.57869685612927","0.353692016971512","76.9319736212898","86.3974422220696","87.4386976085748","89.0442721944818","9.95095695110152","10.0271761970134","11.6427349203974","12.8652383523855","11.6427349203974","181592","166358","17565.5","139327"
"10868","13591","35842","2301907","Premier Bank of Jacksonville","Jacksonville","IL","62650","3/31/2015","5/17/2015","SM","1604 West Morton Avenue","WEST PLAINS INVESTORS, INC.","4","0","0","8","0","Morgan","","","1/1/1873","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.premierbanksonline.com","","","3.77945062509715","0.617325072724446","3.1621255523727","0.348723999049884","2.19675237724837","0","0.818561722320685","0.818561722320685","1.12552236819094","7.25438941451341","4.90411529297462","0.277255398810302","0","8.83606557377049","66.1219358893778","5.05871052631579","32.3979591836735","94.3963252545115","1.54927743783362","331.392405063291","0.229931696760668","0.467505414777905","43.2718968324568","49.5670879589076","61.1866301821285","87.2996551024549","11.434680150444","11.3091557046276","19.9027872571987","21.110106804892","19.9027872571987","191555.5","180132","21614.5","88005.5"
"27118","0","1160509","2226484","Premier Bank of the South","Cullman","AL","35055","3/31/2015","5/17/2015","NM","101 First Avenue, Northwest","FCB BANCSHARES, INC.","9","0","0","4","1","Cullman","","","11/30/1987","11/30/1987","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","WWW.PREMIERBANKOFTHESOUTH.COM","","","4.82462787836919","0.445523790053963","4.37910408831522","1.00863382757691","3.83436828782458","0.142976444630747","1.03982868822362","1.03982868822362","1.06842397714976","11.0676858160689","1.05143015252655","6.94451142468581E-02","305.555555555556","25.8888888888889","75.9917568263782","2.71775862068966","90.5","92.1467994671065","1.50914575196257","595.801526717557","0.40855167163611","0.253296724544646","64.6291949501998","71.8786159794542","80.7218414484371","89.9143564042378","9.29835691175538","9.30759185038889","13.8654093113296","15.117972897859","13.8654093113296","153871.5","141855.5","14456.5","103679"
"33202","15769","1481754","0","Premier Bank Rochester","Rochester","MN","55902","3/31/2015","5/17/2015","NM","421 First Avenue, S.W.","","5","0","0","4","1","Olmsted","40340","Rochester, MN","10/5/1990","10/5/1990","3/5/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.premierbanks.com","","","4.18788787405147","0.28921094323172","3.89867693081975","0.472189247083635","2.68192881349188","0","1.43778972988388","1.82509102243562","1.82509102243562","17.9751796211626","9.35336381450033","-0.125781092521669","0","","65.099806825499","6.319375","47.9651162790698","94.3731249793954","1.02693805451845","219.382504288165","1.39518016681502","0.46810389818941","81.2751788481192","90.9168688828081","92.1739000388837","89.395048297234","10.198793393334","10.1510304097332","11.6203167536511","12.5821589182848","11.6203167536511","150787","141073.5","15310","124025"
"34837","0","2692753","2007647","Premier Bank, Inc.","Huntington","WV","25702","3/31/2015","5/17/2015","NM","2883 Fifth Ave","PREMIER FINANCIAL BANCORP, INC.","26","0","1","4","0","Cabell","26580","Huntington-Ashland, WV-KY-OH","6/27/1998","6/27/1998","4/5/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.premierbankinc.com","","","4.7563077739647","0.345126627135581","4.41118114682912","0.425558117418463","2.53829680968247","8.16451264929313E-02","1.17359167858275","1.17359167858275","1.80485902532139","9.50775299426782","2.85639061973145","0.119012573457992","94.7089947089947","21.8835978835979","55.6025152046181","3.76078632478632","69.9572483482316","90.8030917338618","1.24787973945229","63.4905357715752","2.67015445033317","1.96545788169419","71.1844222430297","82.6372582645173","86.9679902153375","86.1408325227494","12.3672763470087","10.2294153880877","13.5220179537343","14.7520833883672","13.5220179537343","876966","795070.5","108248.5","635227"
"58261","0","3459346","4722373","Premier Business Bank","Los Angeles","CA","90017","3/31/2015","5/17/2015","NM","700 S Flower St, Suite 2000","PBB BANCORP","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/2006","7/25/2006","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.ibankpremier.com","","","4.25607857931916","0.614465697226546","3.64161288209262","0.400582586413719","2.53063694808319","0.174166341919008","0.707115348191174","0.707115348191174","1.20523108607954","6.78362573099415","6.78362573099415","0","","","64.7216035634744","9.20857692307692","0","96.288577120828","0.965454893849094","","0","0","84.1882358837706","115.513249587383","130.256874212414","72.8818868696825","10.0838265329563","10.5917884693919","12.2094677433539","13.2492537853902","12.2094677433539","229665.5","221330.5","23940","193523"
"35013","0","2802664","3117329","Premier Community Bank","Hillsboro","OR","97123","3/31/2015","5/17/2015","NM","314 E. Main Street, Suite A","PREMIER COMMERCIAL BANCORP","4","0","0","4","0","Washington","38900","Portland-Vancouver-Hillsboro, OR-WA","4/12/1999","4/12/1999","11/27/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://WWW.PCBOREGON.COM","","","4.67351899322234","0.534912852674979","4.13860614054736","0.263255614559968","2.94653073177211","0","0.706442818887987","0.706442818887987","1.08200472773271","5.93984008122858","4.92448280238609","0.102821254074004","0","13.3731343283582","73.1414868105516","5.64106666666667","17.0940170940171","90.9889973527465","1.62893627995707","113.925729442971","2.69334404840692","1.42982299777372","76.6326699442186","96.3796415685371","100.600014738565","79.5112626453626","11.7247329110334","11.9224747282815","12.8568618451249","14.1105501278605","12.8568618451249","331237","301357.5","39395","260646.5"
"15799","11899","597546","1210749","Premier Community Bank","Marion","WI","54950","3/31/2015","5/17/2015","NM","230 Mavis Road","M.S.B. BANCORPORATION, INC.","10","0","0","2","0","Waupaca","","","2/24/1941","2/24/1941","9/7/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.premiercommunity.com","","","3.74672593226124","0.314146028560973","3.43257990370026","0.963062569018232","3.41203602845617","0","0.575433641082657","0.575433641082657","0.686614031265729","5.54229071702482","-0.390709789450836","7.2860408564741E-03","0","152.333333333333","81.9648093841642","3.330225","107.049608355091","92.040702955506","1.8172575930868","455.690440060698","0.379478864040718","0.398792125822244","60.8990383532644","70.2853503957304","73.6929121340813","86.6454218558806","10.3881869843629","10.0191195936238","15.0042356130344","16.2596713164285","15.0042356130344","266234","243199","27642","164698.5"
"57098","0","3028902","0","Premier Valley Bank","Fresno","CA","93720","3/31/2015","5/17/2015","NM","255 E River Park Circle Suit","","5","0","0","4","0","Fresno","23420","Fresno, CA","6/1/2001","6/1/2001","9/3/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","WWW.PREMIERVALLBANK.COM","","","3.69821552695789","0.11161886863182","3.58659665832607","0.413633253401224","1.98802867692839","0","1.1162858076328","1.37713366333582","2.11501593505157","12.7060864372196","7.10380571176692","-2.56195118202023E-02","0","","53.7052456286428","6.41076237623762","44.0913160250671","91.7249303847027","1.07206927920557","50.400191136065","1.29284448954188","2.12711351889779","60.1276936834253","69.3361472497529","72.6295346936948","86.7191155961433","10.9946608966667","9.24297533549606","12.1226196005574","13.0507037332163","12.1226196005574","648884","594881.5","70328.5","390327.5"
"5295","0","907547","1141629","PremierBank","Fort Atkinson","WI","53538","3/31/2015","5/17/2015","NM","70 North Main Street","FIRST AMERICAN BANKSHARES, INC.","8","0","0","4","0","Jefferson","","","10/27/1863","1/1/1934","9/16/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.bankwithpremier.com","","","3.66690990800998","0.297115257204392","3.36979465080559","1.12424523607805","3.10108793588037","0.121031185702183","0.664326730409758","0.664326730409758","0.937319293715792","4.55645998109161","-5.58950353955773","0.840292891715426","25.9365994236311","2.26801152737752","74.5554477853217","3.97708219178082","222.672064777328","90.9750040471606","1.48916116870877","62.8916281458654","2.58432732746179","2.36782098446383","55.8012172481374","76.1463836507549","78.6658379543755","73.2815067148422","14.870818077547","11.9661935564254","15.6049719268473","16.7102958964453","15.6049719268473","297444","267909.5","43367","165180.5"
"13729","0","469250","2124816","Prescott State Bank","Prescott","KS","66767","3/31/2015","5/17/2015","NM","283 East Main St","SOUTHEAST KANSAS BANCSHARES, INC.","1","0","0","2","0","Linn","28140","Kansas City, MO-KS","9/26/1904","1/1/1934","3/14/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","HTTPS://WWW.ONLINEBANKING.PRESCOTTSTATEBANK.COM","","","3.94658753709199","0.652818991097923","3.29376854599407","0.582443489113854","2.82901123283872","0","0.52697268062682","0.52697268062682","0.832062127305505","4.26726558113419","4.26726558113419","0","","","77.2727272727273","2.8974","0","92.9108856215918","1.79483437910404","","0.151860288534548","0","46.4554428107959","58.7824264127871","68.6804775997551","79.0294747014565","12.3628080347898","12.259566020946","22.5595163118781","23.8821010202796","22.5595163118781","14422","13480","1781","6981"
"32363","8186","538473","0","Presidential Bank, FSB","Bethesda","MD","20814","3/31/2015","5/17/2015","SA","4520 East-West Highway","","10","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","4/15/1985","7/23/1985","7/21/2011","Stock","0","1","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.presidential.com","","","3.61680644250752","0.294012340182886","3.32279410232463","6.31987725229812","7.68205086425788","0","1.11870589885988","1.12029908437094","1.81623148261301","12.5428194993412","12.5428194993412","-1.01067142692909E-03","0","","80.9029896278218","1.99721201413428","0","94.8275953581937","1.08508557804543","32.8436290669342","3.19084377338728","3.30379318264147","73.9157588935813","83.7063365804986","84.8642675485281","88.303660049079","8.90587762800087","9.39095740721442","14.9164526131282","16.1712152427796","14.7178188116851","552352.5","527869","49335","395776.5"
