cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,idntilr,idntigr,intincy,intexpy,nimy,noniiay,nonixay,elnatry,noijy,roa,roaptx,roe,roeinjr,ntlnlsr,elnantr,iderncvr,eeffr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,rbc1rwaj,rbcrwaj,rbct1cer,asset5,ernast5,eq5,lnlsgr5
"58325","0","3398100","0","Presidio Bank","San Francisco","CA","94111","3/31/2015","5/17/2015","SM","One Montgomery Tower","","6","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","7/24/2006","7/24/2006","7/16/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.presidiobank.com","","","3.79982275101081","0.307333011292967","3.49248973971785","0.123890188575162","2.89492517564092","0","0.354076692791735","0.354076692791735","0.594526289552996","4.01287776508464","2.99927302939038","0","","","82.9621848739496","10.1580740740741","25.2587991718427","95.7297242113553","1.24180056279592","406.603773584906","0.231889976227631","0.305408027044937","74.9850511178847","85.2391886403011","93.4618513317609","87.9701605728703","8.83679466798897","9.34055993317448","9.95836488286148","13.1818545582143","8.54884482556959","545644.5","525814","48145","416116.5"
"26222","11062","918459","0","Preston National Bank","Dallas","TX","75240","3/31/2015","5/17/2015","N","5644 Lbj Freeway","","3","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/2/1985","5/2/1985","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.prestonnational.com","","","6.37613918806959","0.258492129246065","6.11764705882353","0.4778972520908","4.07470288624788","0.188643652141105","2.01848707790983","2.01848707790983","2.01848707790983","14.5035581158929","4.33751270755676","-3.28982539251729E-02","-600","","64.8648648648649","3.47283333333333","70.0934579439252","94.2650093583529","1.34627636388023","637.301587301587","0.899041768648718","0.211246353485565","94.13223272704","117.799087123639","138.947790974993","79.9091359920654","14.2390939194702","13.6739644234358","17.5728873169075","18.8278080850469","17.5728873169075","63612","60350","8853","60793.5"
"57920","0","3309571","0","Prime Alliance Bank","Woods Cross","UT","84087","3/31/2015","5/17/2015","NM","1868 South 500 West","","1","0","0","4","1","Davis","36260","Ogden-Clearfield, UT","12/8/2004","12/8/2004","1/20/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.primealliancebank.com","","","5.76617675011803","0.87804818228084","4.88812856783719","5.25280622218773E-02","2.24915611877311","1.43258351514211E-02","2.54761101776105","2.71235812200239","2.71235812200239","19.3378159843391","7.06443101540557","-0.206626921648062","-8.21917808219178","","46.7493796526055","8.5377","63.4683098591549","97.5075254459632","1.89612823534423","117.717055971794","1.34052496574019","1.61075064245453","80.9322182789276","94.3896891584534","111.945920549543","85.7426473171932","13.8579476908301","14.2723563413805","15.0089711582053","16.2968591368533","15.0089711582053","167529.5","163089","23498","141317.5"
"58804","0","3660478","3697148","Prime Bank","Edmond","OK","73003","3/31/2015","5/17/2015","SM","1016 West Covell Rd","PRIME BANK GROUP, INC.","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","4/7/2008","4/7/2008","5/17/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.primebankgroup.com","","","5.13652338469857","0.656548101803576","4.47997528289499","0.340921330529786","2.10359700101621","1.87319412379003E-02","2.56440275546856","2.56440275546856","2.56440275546856","24.7743570022847","12.2876467527767","0","","","44.8840927258193","7.48575862068966","50.4017531044558","97.243962098145","1.12674352979118","","0","0","90.3840395786021","100.942483794629","112.331041431704","89.5401382855721","10.3382514844279","10.3710720887246","10.8671757351553","11.9498743469187","10.8671757351553","213539","207144","22103.5","193372"
"32836","14265","1439054","0","Prime Bank","Orange","CT","6477","3/31/2015","5/17/2015","NM","7 Old Tavern Road","","1","0","0","4","0","New Haven","35300","New Haven-Milford, CT","2/28/1990","2/28/1990","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","primebankct.com","","","3.67787431332061","1.01816859521305","2.65970571810756","6.49297946595244E-02","2.20761301842383","0.149837987675826","0.252127387262522","0.54940595481136","0.574378952757331","4.9252812447529","4.9252812447529","-0.011670143396887","-3000","","84.1904761904762","9.855375","0","96.1632611645929","2.22859532771703","24.1580310880829","3.91664447065688","9.22507020374022","41.5103433405629","47.0290698509865","53.1592112529643","88.2652867090293","11.5533401823878","11.3728460518841","22.6226050272456","23.8781608618135","22.6226050272456","80086.5","77001","8933.5","34275.5"
"58694","0","3690701","4167974","Prime Meridian Bank","Tallahassee","FL","32308","3/31/2015","5/17/2015","NM","1897 Capital Circle, Ne","PRIME MERIDIAN HOLDING COMPANY","2","0","0","4","0","Leon","45220","Tallahassee, FL","2/4/2008","2/4/2008","6/6/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","https://www.primemeridianbank.com","","","4.26294343533599","0.32852041153048","3.93442302380551","0.273085729412912","2.74386137648212","3.34390689077035E-02","0.7982648838689","0.848980805045584","1.31155459160215","8.712644773843","8.712644773843","0","","","68.4113015284854","4.68870212765957","0","94.9189768070827","1.35142039648477","1202.27272727273","7.98660428644682E-02","0.112405477212344","70.09152830026","79.3074588855058","85.81683223326","88.3794907632199","10.1280125607504","10.2914814953131","13.8332182970446","15.0837673338771","13.8332182970446","215317","204553.5","20981","156207"
"34022","14383","2304382","2947341","Prime Pacific Bank, National Association","Lynnwood","WA","98036","3/31/2015","5/17/2015","N","2502 196th Street, S.W.","PRIME PACIFIC FINANCIAL SERVICES, INC.","5","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","5/22/1995","5/22/1995","6/15/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.primepacificbank.com","","","4.94641234411175","0.515099069807797","4.43131327430395","0.747498094371634","4.04894801117969","0","0.455711557533584","0.455711557533584","0.6753710852656","3.89970191127477","3.89970191127477","5.55146313081169E-02","0","15.8461538461538","85.704371963914","4.08513333333333","0","89.8338691515577","1.80705242230826","113.245901639344","1.24434942963918","1.59568902375222","76.57277608238","87.0157446729596","90.7046201430504","87.9987597304046","11.7083081743558","9.62472221057487","12.2859039136765","13.5651280294596","12.2859039136765","122007","109493.5","14257.5","93669"
"10971","0","909756","2130303","Prime Security Bank","Karlstad","MN","56732","3/31/2015","5/17/2015","NM","201 Main Street","NORTH STATE BANCSHARES, INC.","4","0","0","4","1","Kittson","","","6/5/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.primesecurity.com","","","4.73658032673987","0.566247082679726","4.17033324406014","0.466850380936943","4.02010050251256","-0.324201653428432","0.304749554222727","0.304749554222727","0.304749554222727","3.75586854460094","3.75586854460094","-1.77420964504718E-02","2500","","100.486223662885","3.42844444444444","0","85.0969017371014","1.7018305587677","","5.8367902514908","0","73.0052501944516","87.362807834012","87.8962873363638","83.5655950220379","8.14914441275603","8.27853316852081","10.2085196325502","11.4624827249817","10.2085196325502","61690","52274","5005.5","45090.5"
"8101","12108","671147","2700500","Primebank","Le Mars","IA","51031","3/31/2015","5/17/2015","SM","37 First Avenue, N.W.","PRIMEBANK, INC.","3","0","0","2","1","Plymouth","43580","Sioux City, IA-NE-SD","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.primebank.com","","","3.80549617803714","0.520778027599389","3.28471815043775","0.508285375176672","2.14256404675167","0","1.42837603116778","1.42837603116778","1.5048541547476","12.5581876487018","-6.31012723699183","6.44372713231992E-02","0","31.975","58.741935483871","4.99823529411765","150.247116968699","95.4357420265976","1.6414631527655","111.438183347351","1.07596798870189","1.47298089708542","70.0797340237731","79.2287580829719","82.4130843967116","88.4523949629281","11.316052724491","10.7155885395798","14.8399519648847","16.0946623048573","14.8399519648847","339966.5","324898.5","38668","248303.5"
"5694","0","1011638","2135812","PrimeSouth Bank","Blackshear","GA","31516","3/31/2015","5/17/2015","NM","3473 Us Highway 84","JONES BANCSHARES, L.P.","4","0","0","4","0","Pierce","","","1/1/1891","1/1/1934","9/4/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.primesouth.com","","","4.76050926378171","0.425906027156393","4.33460323662531","0.685653453302639","3.25384665119937","0","1.43506064875447","1.46272736704563","1.46272736704563","16.1750523760434","16.1750523760434","0.299892992727595","0","7.23030303030303","69.3945613134941","4.08297590361446","0","92.4800892332842","4.05826222547518","271.502433090024","2.67935919642831","1.49474248878261","62.27562579857","69.265609410282","73.9078970407985","89.9084355552146","9.11395243842343","8.93265819461063","14.332907228933","15.6203170408246","14.332907228933","332529.5","307110","30071","220078.5"
"17892","0","209830","2858867","PrimeSouth Bank","Tallassee","AL","36078","3/31/2015","5/17/2015","NM","301 Main Street","PRIMESOUTH BANCSHARES, INC.","4","0","0","4","0","Tallapoosa","","","9/2/1958","9/2/1958","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.primesouthbank.com","","","5.16347123816779","0.818918444412042","4.34455279375575","0.100913212009723","2.47027133565469","0.157676893765193","1.00492740293016","1.00492740293016","1.30976939754287","9.73721735587696","5.66306783458953","0.444636043309261","48.0769230769231","4.47435897435897","62.7335824879872","5.00642105263158","41.8410041841004","88.5126469165913","1.85885295694122","263.793103448276","1.83238367570068","0.704663212435233","72.1830911881584","83.7499771298233","92.8435727372912","86.1887891339543","10.4092638926852","10.2063099224258","11.4496692836228","12.7031251822731","11.4496692836228","190262.5","168026.5","19636","140339.5"
"16900","11505","670748","2418896","Princeville State Bank","Princeville","IL","61559","3/31/2015","5/17/2015","NM","142 E. Main Street","MAIN STREET BANCORP, INC.","2","0","0","7","1","Peoria","37900","Peoria, IL","4/17/1950","4/17/1950","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.p-s-b.com","","","3.74773937232629","0.435783647944917","3.31195572438137","0.627164042594891","2.68112628209316","0.104527340432482","0.820539622394983","0.825765989416607","0.825765989416607","8.5729788388497","0.21703743895822","-3.98181637190165E-02","-666.666666666667","","74.3478260869565","4.02347368421053","97.4683544303797","90.3487429034874","1.30577427821522","3316.66666666667","0.82803547602229","3.93700787401575E-02","39.3506527483452","46.9921112239319","51.3160812678051","83.7388483373885","9.68788425816916","8.90245172036854","15.3802918231075","16.2750961127723","15.3802918231075","76535","68841.5","7372","30137"
"34507","14225","2654911","0","Principal Bank","Des Moines","IA","50309","3/31/2015","5/17/2015","SA","616 10th Street","","1","0","0","5","0","Polk","19780","Des Moines-West Des Moines, IA","2/12/1998","2/12/1998","4/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.principal.com/bank","","","2.70531109285096","0.396607889327153","2.30870320352381","0.323478008888239","0.811565033175244","0.340512912619045","0.894080625551291","0.879149162107245","1.41371184765982","10.8174610407364","10.8174610407364","1.66694729752484","77.3989898989899","4.04040404040404","31.3452048916541","15.9837333333333","0","98.2742640202725","5.10393771864446","151.428864604176","0.936183267803749","3.37051838299506","25.4315961968742","27.9028664347377","28.6991397537925","91.1433105138372","8.37471800033738","7.94145741404295","11.2292894213392","12.4878521877263","11.2292894213392","2160270.5","2119978","175568","570144"
"10191","13308","787459","1495797","PrinsBank","Prinsburg","MN","56281","3/31/2015","5/17/2015","NM","508 Third Street","PSB FINANCIAL SHARES, INC.","2","0","0","4","1","Kandiyohi","","","10/14/1916","1/1/1934","12/31/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://WWW.PRINSBANK.COM","","","5.92843460656638","0.72764157784214","5.20079302872424","2.63205408550163","3.42808995526311","0.192589323329388","3.98017934880735","3.98017934880735","3.98980881497382","34.9135958892056","18.1607010875304","-0.78641276376737","-31.413612565445","","45.0442851117672","4.24165517241379","47.9838709677419","95.710035119667","1.81128675738814","89.1237113402062","1.57713319458897","2.03232869250029","76.1966701352758","86.9671720452057","89.456454306848","87.6154396462019","11.8130528095734","11.6655390166892","14.1407928139035","15.377855887522","14.1407928139035","124617.5","119289.5","14206.5","97150"
"33818","11025","2059990","0","Priority Bank","Fayetteville","AR","72703","3/31/2015","5/17/2015","SA","3401 East Mission Blvd","","3","0","0","5","1","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","7/3/1993","7/3/1993","10/23/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","https://www.prioritybank.com","","","6.21417075668702","1.7450753494806","4.46909540720642","2.39411259104968","5.2248872270078","0","1.38527269419227","1.38527269419227","1.38527269419227","13.4298400340612","1.26512985828113","2.81240552075204E-02","0","55.2","79.0432801822324","2.31591176470588","90.5797101449275","94.2114019379993","2.05701604643223","87.2135102533173","3.23338540277619","2.35859792875839","87.4385644073608","148.463611859838","162.869916968278","58.895619816868","10.2983198079781","10.1135811312067","18.8594189762916","20.1354767924438","18.8594189762916","79695.5","75183","8220.5","71113.5"
"21906","11673","956938","1084575","PriorityOne  Bank","Magee","MS","39111","3/31/2015","5/17/2015","NM","220 North Main Avenue","PRIORITYONE CAPITAL CORPORATION","13","0","0","4","1","Simpson","27140","Jackson, MS","1/27/1975","1/27/1975","8/20/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","priorityonebank.com","","","4.38707674797589","0.361757551545182","4.02531919643071","1.48924588608037","3.54725250184934","0.174466481499574","1.4327187460745","1.4327187460745","1.4327187460745","12.9871978365214","2.23306421641112","0.046021862832817","531.914893617021","49","68.8193880314108","3.04981770833333","82.8056502679006","91.1676756636753","1.75770353786743","154.653633659159","1.34673349670831","1.13654202379831","69.468803634097","82.4193858840454","84.080884328713","84.2869707035086","10.8358593836722","10.6067602993004","13.7708435701052","15.0283323791535","13.7708435701052","573176","521896.5","63231.5","408501.5"
